type,client,tx,amount
withdrawal,14,1247,91
deposit,54,1248,30
deposit,16,1249,22
deposit,7,1250,11
deposit,19,1251,50
withdrawal,52,1252,48
withdrawal,13,1253,100
deposit,46,1254,82
deposit,28,1255,77
deposit,84,1256,74
withdrawal,55,1257,45
withdrawal,24,1258,39
deposit,60,1259,81
deposit,7,1260,5
withdrawal,26,1261,51
deposit,7,1262,62
deposit,26,1263,11
withdrawal,76,1264,86
deposit,86,1265,25
deposit,15,1266,6
deposit,89,1267,51
withdrawal,22,1268,10
withdrawal,27,1269,0
withdrawal,68,1270,14
deposit,57,1271,12
deposit,98,1272,29
deposit,4,1273,17
deposit,65,1274,61
deposit,36,1275,49
deposit,81,1276,25
deposit,54,1277,78
withdrawal,56,1278,39
deposit,53,1279,65
deposit,29,1280,80
withdrawal,30,1281,71
withdrawal,42,1282,80
deposit,79,1283,72
withdrawal,71,1284,41
withdrawal,33,1285,61
withdrawal,60,1286,44
withdrawal,61,1287,68
withdrawal,45,1288,25
withdrawal,38,1289,20
deposit,73,1290,73
deposit,63,1291,75
withdrawal,53,1292,9
withdrawal,14,1293,27
withdrawal,15,1294,39
withdrawal,2,1295,100
withdrawal,82,1296,10
withdrawal,32,1297,18
withdrawal,64,1298,58
withdrawal,86,1299,97
deposit,54,1300,90
withdrawal,85,1301,65
withdrawal,3,1302,50
deposit,34,1303,1
deposit,99,1304,50
deposit,87,1305,94
withdrawal,12,1306,41
withdrawal,32,1307,6
deposit,90,1308,75
withdrawal,19,1309,94
deposit,55,1310,48
deposit,45,1311,69
withdrawal,25,1312,38
withdrawal,25,1313,84
withdrawal,21,1314,53
deposit,85,1315,84
deposit,11,1316,96
withdrawal,87,1317,76
deposit,82,1318,67
deposit,30,1319,7
deposit,14,1320,24
withdrawal,21,1321,83
deposit,15,1322,97
deposit,7,1323,94
deposit,12,1324,36
deposit,47,1325,32
deposit,74,1326,77
withdrawal,3,1327,80
deposit,50,1328,21
withdrawal,19,1329,53
withdrawal,10,1330,90
withdrawal,15,1331,6
deposit,71,1332,91
withdrawal,49,1333,28
withdrawal,80,1334,57
withdrawal,55,1335,52
deposit,53,1336,56
withdrawal,57,1337,86
deposit,35,1338,72
withdrawal,89,1339,4
withdrawal,84,1340,9
deposit,23,1341,14
deposit,63,1342,51
withdrawal,96,1343,28
deposit,85,1344,63
withdrawal,88,1345,12
withdrawal,91,1346,64
deposit,62,1347,41
withdrawal,16,1348,10
withdrawal,29,1349,81
deposit,93,1350,18
withdrawal,30,1351,69
deposit,91,1352,57
deposit,96,1353,1
withdrawal,73,1354,25
withdrawal,88,1355,46
withdrawal,12,1356,67
withdrawal,24,1357,58
withdrawal,9,1358,57
deposit,93,1359,24
deposit,78,1360,7
deposit,91,1361,87
deposit,44,1362,31
withdrawal,11,1363,59
withdrawal,56,1364,21
withdrawal,96,1365,89
withdrawal,27,1366,60
withdrawal,23,1367,95
withdrawal,76,1368,53
deposit,34,1369,91
deposit,12,1370,73
deposit,91,1371,51
deposit,7,1372,37
withdrawal,61,1373,1
withdrawal,58,1374,95
withdrawal,55,1375,8
deposit,4,1376,5
withdrawal,68,1377,69
deposit,28,1378,21
deposit,70,1379,27
withdrawal,30,1380,11
deposit,52,1381,82
deposit,65,1382,99
deposit,100,1383,3
deposit,56,1384,52
deposit,17,1385,88
deposit,83,1386,86
withdrawal,68,1387,96
withdrawal,35,1388,90
deposit,49,1389,52
withdrawal,46,1390,1
deposit,23,1391,44
deposit,66,1392,10
deposit,96,1393,44
withdrawal,3,1394,66
withdrawal,24,1395,93
deposit,92,1396,46
withdrawal,41,1397,27
deposit,40,1398,22
deposit,30,1399,21
deposit,21,1400,68
deposit,2,1401,62
withdrawal,66,1402,7
withdrawal,27,1403,96
withdrawal,4,1404,93
withdrawal,43,1405,65
withdrawal,36,1406,58
deposit,91,1407,52
withdrawal,7,1408,100
deposit,32,1409,59
withdrawal,6,1410,39
withdrawal,87,1411,2
deposit,82,1412,81
withdrawal,69,1413,26
withdrawal,20,1414,83
deposit,10,1415,61
deposit,81,1416,90
deposit,35,1417,73
deposit,60,1418,53
withdrawal,59,1419,21
deposit,14,1420,74
deposit,91,1421,53
withdrawal,4,1422,5
withdrawal,96,1423,94
deposit,41,1424,24
deposit,64,1425,28
deposit,21,1426,71
withdrawal,98,1427,45
deposit,87,1428,98
withdrawal,10,1429,27
deposit,36,1430,82
deposit,91,1431,5
withdrawal,47,1432,28
deposit,68,1433,2
deposit,6,1434,43
deposit,58,1435,89
withdrawal,30,1436,90
withdrawal,93,1437,53
withdrawal,9,1438,12
deposit,1,1439,35
withdrawal,25,1440,3
withdrawal,68,1441,68
deposit,5,1442,92
withdrawal,59,1443,81
deposit,58,1444,57
withdrawal,24,1445,3
withdrawal,47,1446,49
withdrawal,21,1447,12
deposit,85,1448,73
withdrawal,34,1449,24
deposit,78,1450,93
deposit,20,1451,82
withdrawal,21,1452,21
deposit,45,1453,50
deposit,80,1454,31
deposit,55,1455,16
deposit,67,1456,87
deposit,56,1457,83
deposit,79,1458,15
withdrawal,7,1459,48
deposit,19,1460,41
withdrawal,26,1461,100
deposit,26,1462,44
deposit,51,1463,12
withdrawal,100,1464,21
deposit,35,1465,6
withdrawal,52,1466,18
deposit,42,1467,53
deposit,58,1468,64
withdrawal,66,1469,25
deposit,51,1470,56
withdrawal,36,1471,75
withdrawal,17,1472,2
withdrawal,50,1473,94
withdrawal,62,1474,26
withdrawal,60,1475,39
deposit,51,1476,45
withdrawal,14,1477,1
deposit,23,1478,37
deposit,64,1479,42
deposit,88,1480,32
deposit,63,1481,92
deposit,25,1482,25
withdrawal,32,1483,57
withdrawal,72,1484,65
withdrawal,68,1485,21
deposit,17,1486,38
deposit,62,1487,0
withdrawal,75,1488,51
deposit,10,1489,38
withdrawal,84,1490,51
deposit,64,1491,28
withdrawal,16,1492,56
withdrawal,99,1493,73
withdrawal,81,1494,17
withdrawal,58,1495,66
deposit,0,1496,100
deposit,0,1497,28
withdrawal,58,1498,10
deposit,36,1499,95
deposit,39,1500,27
deposit,38,1501,43
withdrawal,8,1502,29
deposit,53,1503,32
deposit,76,1504,9
deposit,66,1505,75
deposit,73,1506,58
deposit,62,1507,31
deposit,55,1508,42
withdrawal,98,1509,71
deposit,68,1510,54
deposit,60,1511,5
withdrawal,38,1512,75
withdrawal,81,1513,87
withdrawal,13,1514,45
withdrawal,7,1515,85
withdrawal,39,1516,66
withdrawal,81,1517,84
withdrawal,76,1518,99
deposit,52,1519,28
withdrawal,86,1520,12
deposit,7,1521,16
withdrawal,6,1522,6
deposit,37,1523,78
deposit,5,1524,3
withdrawal,14,1525,58
withdrawal,13,1526,67
withdrawal,56,1527,14
deposit,85,1528,6
withdrawal,32,1529,71
deposit,77,1530,87
withdrawal,38,1531,91
deposit,27,1532,86
withdrawal,72,1533,73
deposit,92,1534,76
deposit,99,1535,38
deposit,88,1536,44
withdrawal,11,1537,70
withdrawal,11,1538,74
withdrawal,68,1539,91
deposit,58,1540,83
deposit,96,1541,29
withdrawal,94,1542,35
deposit,4,1543,91
withdrawal,93,1544,55
withdrawal,43,1545,9
withdrawal,62,1546,83
withdrawal,10,1547,79
withdrawal,69,1548,39
deposit,39,1549,44
withdrawal,33,1550,5
withdrawal,1,1551,31
deposit,76,1552,15
deposit,96,1553,28
deposit,52,1554,30
withdrawal,9,1555,55
deposit,61,1556,10
withdrawal,41,1557,76
withdrawal,63,1558,68
withdrawal,15,1559,57
deposit,85,1560,62
deposit,26,1561,66
deposit,33,1562,28
deposit,91,1563,99
withdrawal,86,1564,22
deposit,66,1565,21
withdrawal,74,1566,4
withdrawal,32,1567,99
withdrawal,97,1568,81
withdrawal,53,1569,75
withdrawal,54,1570,76
withdrawal,62,1571,65
withdrawal,11,1572,81
deposit,93,1573,58
deposit,97,1574,49
withdrawal,48,1575,46
withdrawal,34,1576,41
withdrawal,11,1577,50
deposit,50,1578,77
withdrawal,4,1579,1
withdrawal,68,1580,34
withdrawal,67,1581,76
withdrawal,45,1582,97
withdrawal,63,1583,84
withdrawal,55,1584,6
withdrawal,0,1585,27
deposit,10,1586,78
withdrawal,17,1587,87
deposit,33,1588,35
withdrawal,57,1589,29
deposit,58,1590,42
deposit,42,1591,69
deposit,48,1592,15
deposit,54,1593,25
deposit,39,1594,70
withdrawal,82,1595,10
deposit,27,1596,95
withdrawal,17,1597,43
deposit,79,1598,72
withdrawal,96,1599,17
withdrawal,72,1600,8
deposit,54,1601,8
deposit,70,1602,64
withdrawal,87,1603,89
deposit,61,1604,4
withdrawal,28,1605,93
deposit,28,1606,63
withdrawal,80,1607,95
withdrawal,2,1608,53
withdrawal,44,1609,85
deposit,35,1610,52
deposit,42,1611,66
deposit,97,1612,45
deposit,34,1613,11
deposit,53,1614,9
withdrawal,57,1615,60
deposit,64,1616,47
deposit,30,1617,54
withdrawal,18,1618,31
withdrawal,0,1619,88
withdrawal,32,1620,24
withdrawal,61,1621,97
deposit,22,1622,2
withdrawal,72,1623,24
deposit,15,1624,77
withdrawal,57,1625,70
deposit,99,1626,27
withdrawal,52,1627,38
deposit,83,1628,93
deposit,51,1629,39
withdrawal,78,1630,83
deposit,43,1631,97
withdrawal,53,1632,27
deposit,39,1633,85
withdrawal,16,1634,59
deposit,86,1635,85
deposit,4,1636,35
deposit,45,1637,74
withdrawal,100,1638,18
deposit,99,1639,5
deposit,24,1640,28
withdrawal,12,1641,91
deposit,91,1642,52
withdrawal,13,1643,62
withdrawal,44,1644,47
withdrawal,65,1645,23
withdrawal,92,1646,64
deposit,42,1647,8
withdrawal,8,1648,37
withdrawal,39,1649,7
deposit,31,1650,12
deposit,92,1651,82
deposit,20,1652,63
deposit,70,1653,2
deposit,49,1654,63
deposit,19,1655,44
withdrawal,77,1656,96
deposit,80,1657,38
deposit,100,1658,49
deposit,43,1659,75
withdrawal,95,1660,70
deposit,89,1661,57
deposit,81,1662,86
deposit,76,1663,29
deposit,3,1664,27
withdrawal,58,1665,22
deposit,13,1666,32
deposit,81,1667,12
withdrawal,51,1668,76
deposit,46,1669,31
withdrawal,16,1670,5
deposit,65,1671,64
withdrawal,55,1672,91
deposit,78,1673,88
deposit,14,1674,10
deposit,63,1675,50
withdrawal,62,1676,28
deposit,20,1677,63
withdrawal,39,1678,37
withdrawal,88,1679,88
deposit,74,1680,41
withdrawal,94,1681,58
withdrawal,29,1682,57
deposit,9,1683,0
withdrawal,46,1684,35
deposit,45,1685,76
deposit,47,1686,15
withdrawal,64,1687,9
deposit,23,1688,2
deposit,31,1689,3
deposit,22,1690,23
withdrawal,79,1691,43
withdrawal,89,1692,45
withdrawal,52,1693,78
deposit,33,1694,21
deposit,3,1695,15
withdrawal,85,1696,64
withdrawal,17,1697,57
withdrawal,20,1698,13
deposit,52,1699,95
deposit,30,1700,64
withdrawal,21,1701,59
deposit,92,1702,42
deposit,61,1703,63
deposit,97,1704,46
deposit,53,1705,65
withdrawal,93,1706,51
withdrawal,90,1707,2
withdrawal,45,1708,93
withdrawal,41,1709,18
deposit,2,1710,37
deposit,14,1711,79
deposit,86,1712,17
deposit,15,1713,31
deposit,100,1714,81
deposit,73,1715,88
withdrawal,78,1716,79
withdrawal,91,1717,63
withdrawal,69,1718,77
deposit,52,1719,70
withdrawal,37,1720,67
withdrawal,93,1721,38
deposit,82,1722,68
deposit,76,1723,91
withdrawal,6,1724,43
withdrawal,95,1725,38
withdrawal,7,1726,35
withdrawal,57,1727,75
withdrawal,6,1728,83
withdrawal,4,1729,9
withdrawal,23,1730,0
deposit,69,1731,46
withdrawal,12,1732,100
deposit,27,1733,45
deposit,53,1734,65
deposit,93,1735,81
deposit,58,1736,90
withdrawal,4,1737,46
withdrawal,86,1738,97
deposit,36,1739,91
withdrawal,68,1740,54
deposit,13,1741,31
withdrawal,87,1742,80
deposit,93,1743,44
deposit,81,1744,56
deposit,10,1745,55
withdrawal,72,1746,48
withdrawal,3,1747,100
withdrawal,90,1748,46
deposit,0,1749,76
withdrawal,2,1750,18
withdrawal,76,1751,39
deposit,74,1752,81
withdrawal,95,1753,84
deposit,3,1754,26
withdrawal,2,1755,25
withdrawal,68,1756,77
withdrawal,42,1757,43
deposit,62,1758,30
withdrawal,84,1759,23
withdrawal,4,1760,54
deposit,58,1761,63
withdrawal,56,1762,57
withdrawal,71,1763,14
deposit,72,1764,96
withdrawal,89,1765,46
withdrawal,39,1766,10
deposit,23,1767,87
withdrawal,17,1768,3
withdrawal,96,1769,2
withdrawal,16,1770,81
deposit,5,1771,16
withdrawal,82,1772,96
deposit,19,1773,96
deposit,62,1774,57
deposit,56,1775,15
deposit,20,1776,100
deposit,2,1777,47
withdrawal,51,1778,93
deposit,8,1779,24
deposit,48,1780,82
withdrawal,23,1781,43
deposit,51,1782,95
deposit,94,1783,83
withdrawal,90,1784,9
withdrawal,63,1785,56
deposit,87,1786,23
deposit,74,1787,98
deposit,59,1788,9
withdrawal,73,1789,59
deposit,54,1790,18
deposit,22,1791,44
withdrawal,65,1792,73
withdrawal,46,1793,67
withdrawal,77,1794,48
deposit,71,1795,2
deposit,89,1796,16
deposit,91,1797,78
deposit,65,1798,88
deposit,56,1799,76
deposit,76,1800,66
withdrawal,65,1801,57
withdrawal,28,1802,55
withdrawal,39,1803,26
deposit,80,1804,26
withdrawal,29,1805,71
withdrawal,4,1806,45
withdrawal,19,1807,32
withdrawal,62,1808,12
deposit,33,1809,40
withdrawal,14,1810,50
deposit,55,1811,98
withdrawal,56,1812,42
withdrawal,52,1813,32
withdrawal,79,1814,14
withdrawal,20,1815,77
withdrawal,72,1816,39
deposit,3,1817,72
withdrawal,70,1818,66
deposit,52,1819,89
withdrawal,67,1820,66
withdrawal,0,1821,96
withdrawal,17,1822,18
deposit,58,1823,79
withdrawal,46,1824,4
withdrawal,8,1825,32
withdrawal,7,1826,76
deposit,18,1827,6
deposit,39,1828,11
withdrawal,35,1829,49
withdrawal,33,1830,58
withdrawal,36,1831,13
withdrawal,22,1832,65
withdrawal,34,1833,10
withdrawal,18,1834,73
deposit,57,1835,57
withdrawal,21,1836,79
deposit,33,1837,31
withdrawal,25,1838,46
deposit,95,1839,42
deposit,45,1840,13
deposit,7,1841,67
withdrawal,26,1842,18
deposit,38,1843,92
withdrawal,100,1844,90
deposit,86,1845,53
deposit,29,1846,77
withdrawal,0,1847,75
deposit,62,1848,99
deposit,63,1849,3
withdrawal,73,1850,17
withdrawal,6,1851,66
withdrawal,36,1852,36
deposit,31,1853,97
withdrawal,70,1854,87
deposit,61,1855,80
withdrawal,76,1856,8
deposit,58,1857,16
deposit,6,1858,17
deposit,39,1859,51
deposit,84,1860,19
deposit,90,1861,56
withdrawal,18,1862,86
deposit,12,1863,13
withdrawal,36,1864,50
withdrawal,36,1865,38
deposit,44,1866,5
withdrawal,12,1867,35
deposit,73,1868,95
withdrawal,23,1869,36
deposit,3,1870,28
withdrawal,100,1871,18
deposit,23,1872,40
withdrawal,6,1873,58
withdrawal,77,1874,14
withdrawal,55,1875,6
withdrawal,72,1876,92
withdrawal,36,1877,2
withdrawal,67,1878,15
withdrawal,81,1879,89
withdrawal,78,1880,53
deposit,60,1881,43
withdrawal,0,1882,47
withdrawal,70,1883,91
deposit,65,1884,58
deposit,98,1885,93
deposit,89,1886,98
withdrawal,13,1887,97
deposit,75,1888,98
withdrawal,90,1889,95
deposit,24,1890,78
withdrawal,19,1891,98
deposit,91,1892,20
withdrawal,31,1893,61
withdrawal,99,1894,26
deposit,17,1895,36
deposit,82,1896,41
deposit,32,1897,73
withdrawal,52,1898,4
deposit,43,1899,9
withdrawal,73,1900,16
deposit,74,1901,76
withdrawal,12,1902,55
deposit,69,1903,58
withdrawal,85,1904,48
withdrawal,69,1905,46
withdrawal,77,1906,46
withdrawal,81,1907,36
deposit,24,1908,29
withdrawal,91,1909,0
deposit,91,1910,99
deposit,2,1911,0
deposit,87,1912,33
deposit,42,1913,62
withdrawal,11,1914,13
withdrawal,22,1915,85
withdrawal,96,1916,86
withdrawal,94,1917,12
withdrawal,5,1918,7
withdrawal,30,1919,92
withdrawal,56,1920,39
deposit,59,1921,62
deposit,55,1922,35
deposit,38,1923,76
deposit,67,1924,80
deposit,43,1925,21
deposit,82,1926,51
withdrawal,7,1927,69
withdrawal,68,1928,52
deposit,66,1929,24
deposit,76,1930,93
withdrawal,85,1931,34
withdrawal,42,1932,5
deposit,99,1933,16
withdrawal,6,1934,13
withdrawal,12,1935,91
deposit,14,1936,14
withdrawal,59,1937,96
withdrawal,45,1938,84
withdrawal,86,1939,35
deposit,33,1940,50
withdrawal,39,1941,25
deposit,54,1942,87
withdrawal,10,1943,38
withdrawal,2,1944,3
deposit,0,1945,37
deposit,19,1946,66
deposit,16,1947,72
withdrawal,70,1948,94
deposit,31,1949,32
withdrawal,86,1950,13
deposit,82,1951,54
deposit,36,1952,93
deposit,71,1953,8
deposit,93,1954,73
deposit,58,1955,3
deposit,8,1956,42
deposit,52,1957,21
deposit,1,1958,33
withdrawal,74,1959,72
deposit,33,1960,43
withdrawal,86,1961,36
deposit,24,1962,82
deposit,98,1963,63
deposit,84,1964,100
withdrawal,35,1965,80
withdrawal,68,1966,34
withdrawal,89,1967,87
withdrawal,79,1968,59
deposit,34,1969,22
withdrawal,37,1970,95
deposit,75,1971,52
withdrawal,95,1972,46
withdrawal,86,1973,77
deposit,1,1974,52
withdrawal,45,1975,90
deposit,67,1976,34
withdrawal,18,1977,74
deposit,15,1978,36
withdrawal,75,1979,8
deposit,29,1980,58
withdrawal,60,1981,36
deposit,98,1982,35
withdrawal,49,1983,38
withdrawal,66,1984,5
withdrawal,79,1985,92
withdrawal,32,1986,83
deposit,77,1987,10
withdrawal,26,1988,43
deposit,68,1989,52
deposit,37,1990,93
withdrawal,2,1991,77
deposit,80,1992,82
withdrawal,6,1993,0
deposit,54,1994,76
withdrawal,99,1995,32
deposit,14,1996,71
deposit,36,1997,23
deposit,29,1998,55
deposit,100,1999,44
withdrawal,1,2000,46
deposit,24,2001,59
withdrawal,9,2002,62
withdrawal,19,2003,35
deposit,81,2004,64
withdrawal,12,2005,52
deposit,65,2006,36
withdrawal,68,2007,83
deposit,93,2008,6
withdrawal,13,2009,35
deposit,9,2010,78
withdrawal,15,2011,4
withdrawal,28,2012,81
withdrawal,8,2013,82
withdrawal,28,2014,59
deposit,97,2015,100
deposit,6,2016,58
withdrawal,53,2017,71
withdrawal,19,2018,56
withdrawal,32,2019,92
withdrawal,62,2020,72
withdrawal,92,2021,84
withdrawal,27,2022,46
deposit,76,2023,25
withdrawal,13,2024,43
withdrawal,61,2025,53
withdrawal,98,2026,76
deposit,17,2027,45
withdrawal,60,2028,42
deposit,11,2029,41
deposit,58,2030,74
deposit,85,2031,8
deposit,14,2032,20
withdrawal,59,2033,95
deposit,9,2034,75
deposit,59,2035,53
deposit,62,2036,85
withdrawal,57,2037,13
withdrawal,79,2038,64
withdrawal,79,2039,10
withdrawal,96,2040,100
withdrawal,57,2041,81
deposit,21,2042,63
withdrawal,70,2043,38
withdrawal,75,2044,39
deposit,98,2045,25
withdrawal,32,2046,8
withdrawal,66,2047,21
deposit,86,2048,14
deposit,73,2049,26
withdrawal,9,2050,81
deposit,98,2051,5
deposit,58,2052,65
withdrawal,55,2053,86
deposit,67,2054,18
deposit,46,2055,71
withdrawal,82,2056,23
deposit,35,2057,50
withdrawal,76,2058,52
withdrawal,12,2059,21
deposit,61,2060,67
deposit,16,2061,66
deposit,2,2062,36
withdrawal,15,2063,8
withdrawal,92,2064,78
deposit,80,2065,64
deposit,8,2066,26
deposit,100,2067,51
deposit,91,2068,6
withdrawal,11,2069,84
deposit,11,2070,52
deposit,50,2071,59
deposit,52,2072,48
deposit,73,2073,82
withdrawal,65,2074,59
withdrawal,86,2075,96
withdrawal,74,2076,97
deposit,0,2077,56
withdrawal,74,2078,17
withdrawal,49,2079,46
withdrawal,34,2080,86
withdrawal,53,2081,86
withdrawal,1,2082,54
deposit,65,2083,10
withdrawal,22,2084,9
deposit,66,2085,0
deposit,48,2086,71
withdrawal,88,2087,69
withdrawal,70,2088,76
deposit,10,2089,76
deposit,84,2090,94
deposit,6,2091,63
withdrawal,9,2092,98
deposit,35,2093,72
deposit,77,2094,71
deposit,13,2095,92
deposit,18,2096,65
withdrawal,41,2097,10
withdrawal,16,2098,49
withdrawal,94,2099,67
withdrawal,8,2100,2
deposit,56,2101,95
deposit,8,2102,50
withdrawal,34,2103,42
deposit,54,2104,8
withdrawal,47,2105,50
deposit,57,2106,5
withdrawal,12,2107,96
withdrawal,22,2108,99
withdrawal,29,2109,59
deposit,32,2110,8
withdrawal,73,2111,92
withdrawal,34,2112,43
deposit,3,2113,4
withdrawal,95,2114,63
deposit,63,2115,13
deposit,37,2116,38
withdrawal,53,2117,94
deposit,63,2118,92
withdrawal,56,2119,38
withdrawal,28,2120,44
deposit,41,2121,91
withdrawal,2,2122,93
withdrawal,31,2123,17
deposit,36,2124,92
deposit,15,2125,49
deposit,72,2126,3
deposit,78,2127,12
deposit,100,2128,79
withdrawal,57,2129,7
deposit,23,2130,34
deposit,70,2131,10
deposit,60,2132,47
withdrawal,64,2133,66
deposit,62,2134,55
withdrawal,56,2135,29
withdrawal,8,2136,45
withdrawal,6,2137,63
deposit,92,2138,56
deposit,91,2139,59
withdrawal,5,2140,5
withdrawal,69,2141,16
withdrawal,71,2142,51
deposit,20,2143,43
deposit,56,2144,84
withdrawal,21,2145,55
withdrawal,84,2146,50
deposit,70,2147,49
withdrawal,67,2148,41
deposit,35,2149,86
deposit,61,2150,7
withdrawal,96,2151,47
withdrawal,28,2152,62
deposit,82,2153,22
deposit,7,2154,73
deposit,69,2155,58
deposit,29,2156,21
deposit,28,2157,46
withdrawal,8,2158,34
withdrawal,65,2159,3
deposit,59,2160,10
withdrawal,48,2161,74
